Evaporator Temperature,Compressor Flow,Condensing Temperature,Cold Water,Tower Water,COP
1.35535,534.281,30,15.2104,70.8598,6.2109
-4.68676,533.36,30,11.9643,57.9445,4.88564
-4.48573,589.341,30,13.3277,64.4615,4.92219
0.297618,557.399,30,15.2317,71.4307,5.93958
0.0441851,557.332,30,15.0804,70.8344,5.87744
-0.922553,517.573,30,13.4854,63.7318,5.64984
-4.61225,595.067,30,13.3887,64.811,4.89914
0.606421,519.947,30,14.3797,67.3041,6.01676
-0.683864,599.847,30,15.7759,74.4436,5.70469
-0.00297028,521.223,30,14.0775,66.1431,5.866
1.84057,547.017,30,15.8667,73.6947,6.34224
1.24774,512.702,30,14.5356,67.7615,6.18238
1.71914,544.158,30,15.7103,73.023,6.30895
1.51079,582.446,30,16.6813,77.637,6.25249
-3.60345,536.724,30,12.5754,60.4704,5.08784
-4.90825,546.566,30,12.1514,58.9372,4.84587
-4.65107,550.032,30,12.3561,59.8278,4.8921
-2.71136,591.733,30,14.3663,68.6814,5.26452
-0.526212,592.5,30,15.6791,73.9127,5.74139
-1.59481,541.583,30,13.7429,65.2287,5.49986
-4.05935,554.881,30,12.7654,61.5683,5.00116
-2.27299,531.417,30,13.1284,62.5848,5.35495
1.25868,544.13,30,15.4331,71.9406,6.18527
-0.242952,530.525,30,14.1953,66.7979,5.80831
-4.27977,585.493,30,13.3509,64.4858,4.96009
0.273985,550.165,30,15.0202,70.4493,5.93374
-4.8725,512.156,30,11.4029,55.2935,4.85225
-0.190878,516.471,30,13.8474,65.1392,5.82075
1.60203,588.157,30,16.9042,78.6296,6.27711
-2.03627,518.804,30,12.9374,61.5803,5.40483
-3.09445,578.692,30,13.8371,66.3165,5.18747
-3.47524,555.607,30,13.0847,62.8668,5.11265
-3.14314,533.271,30,12.7264,61.0123,5.1778
-3.55488,562.035,30,13.1941,63.4251,5.09721
0.870724,552.4,30,15.4345,72.1215,6.08412
-4.48111,586.037,30,13.2554,64.11,4.92304
0.952926,507.483,30,14.2246,66.434,6.10533
-0.832928,563.169,30,14.725,69.5507,5.67034
0.385804,514.52,30,14.1082,66.1253,5.96145
